elapsed.time,key_resp.keys,key_resp.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,instrAXCPTLoop.thisRepN,instrAXCPTLoop.thisTrialN,instrAXCPTLoop.thisN,instrAXCPTLoop.thisIndex,instrAXCPTLoop.ran,AXCPT_resp.keys,AXCPT_resp.corr,AXCPT_resp.rt,AXCPTtrialsLoop.thisRepN,AXCPTtrialsLoop.thisTrialN,AXCPTtrialsLoop.thisN,AXCPTtrialsLoop.thisIndex,AXCPTtrialsLoop.ran,trialNumber,trial,cueType,probeType,trialType,corrResponse,break1.duration,restBreak1_key_resp.keys,restBreak1_key_resp.rt,key_resp_3.keys,key_resp_3.rt,instrNBackLoop.thisRepN,instrNBackLoop.thisTrialN,instrNBackLoop.thisN,instrNBackLoop.thisIndex,instrNBackLoop.ran,NBack_resp_1.keys,NBackTargetLoop.thisRepN,NBackTargetLoop.thisTrialN,NBackTargetLoop.thisN,NBackTargetLoop.thisIndex,NBackTargetLoop.ran,NBack_resp_2.keys,NBack_resp_2.corr,NBack_resp_2.rt,NBackTrialsLoop.thisRepN,NBackTrialsLoop.thisTrialN,NBackTrialsLoop.thisN,NBackTrialsLoop.thisIndex,NBackTrialsLoop.ran,break2.duration,restBreak2_key_resp.keys,restBreak2_key_resp.rt,key_resp_4.keys,key_resp_4.rt,instrSearchLoop.thisRepN,instrSearchLoop.thisTrialN,instrSearchLoop.thisN,instrSearchLoop.thisIndex,instrSearchLoop.ran,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,searchLoop.thisRepN,searchLoop.thisTrialN,searchLoop.thisN,searchLoop.thisIndex,searchLoop.ran,cond,targetLetter,break3.duration,restBreak3_key_resp.keys,restBreak3_key_resp.rt,key_resp_5.keys,key_resp_5.rt,instrMentRotaLoop.thisRepN,instrMentRotaLoop.thisTrialN,instrMentRotaLoop.thisN,instrMentRotaLoop.thisIndex,instrMentRotaLoop.ran,MROT_resp.keys,MROT_resp.corr,MROT_resp.rt,mentRotTrialsLooop.thisRepN,mentRotTrialsLooop.thisTrialN,mentRotTrialsLooop.thisN,mentRotTrialsLooop.thisIndex,mentRotTrialsLooop.ran,imagefile,orientation,end_resp.keys,end_resp.rt
162.354,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.8,0,4,4,8,1,9,AY,A,Y,cueWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.873,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.917,0,5,5,3,1,4,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.51,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,0,,0,6,6,6,1,7,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.712,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.897,0,7,7,7,1,8,BX,B,X,probeWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.332,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.994,0,8,8,5,1,6,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.051,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.016,0,9,9,0,1,1,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.787,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.884,1,0,10,1,1,2,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.39,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.868,1,1,11,8,1,9,AY,A,Y,cueWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.976,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.866,1,2,12,3,1,4,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.562,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.086,1,3,13,5,1,6,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.365,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.866,1,4,14,2,1,3,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.952,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.85,1,5,15,0,1,1,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.521,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,1.03,1,6,16,9,1,10,BY,B,Y,bothWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.275,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.848,1,7,17,4,1,5,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.843,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.018,1,8,18,6,1,7,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.58,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.947,1,9,19,7,1,8,BX,B,X,probeWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.248,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.78,2,0,20,3,1,4,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.752,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.066,2,1,21,2,1,3,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.538,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,1.13,2,2,22,7,1,8,BX,B,X,probeWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.373,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.863,2,3,23,4,1,5,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.959,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.833,2,4,24,0,1,1,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.512,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.751,2,5,25,6,1,7,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.982,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.032,2,6,26,5,1,6,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.734,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.833,2,7,27,1,1,2,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.287,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.752,2,8,28,8,1,9,AY,A,Y,cueWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.756,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.798,2,9,29,9,1,10,BY,B,Y,bothWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.276,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.73,3,0,30,5,1,6,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.729,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.116,3,1,31,2,1,3,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376.565,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.516,3,2,32,9,1,10,BY,B,Y,bothWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383.802,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.03,3,3,33,4,1,5,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.553,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.784,3,4,34,8,1,9,AY,A,Y,cueWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.056,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.651,3,5,35,1,1,2,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.425,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,1.15,3,6,36,0,1,1,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.295,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,d,1,0.785,3,7,37,7,1,8,BX,B,X,probeWrong,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.798,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.662,3,8,38,6,1,7,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429.184,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.932,3,9,39,3,1,4,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.837,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,k,1,0.584,4,0,40,2,1,3,AX,A,X,target,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.44,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,22.508,right,22.479,right,25.943,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533.88,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,right,42.402,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.642,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,right,11.705,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553.129,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,7.471,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554.329,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557.515,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560.709,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.934,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,k,1,0.822,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566.984,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,,0,,0,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.185,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,1.146,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.553,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,,0,,0,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.755,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,,0,,0,4,4,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582.956,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.063,0,5,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586.241,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,k,0,0.795,0,6,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589.259,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,d,0,1.014,0,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592.494,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.764,0,8,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596.477,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,k,0,1.365,0,9,9,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600.062,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.33,1,0,10,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603.614,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,k,0,1.31,1,1,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607.132,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,0.993,1,2,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610.349,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.146,1,3,13,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613.718,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,k,1,1.063,1,4,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617.002,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,k,1,1.031,1,5,15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620.253,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.595,1,6,16,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623.071,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.767,1,7,17,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626.055,,,,,,,,J,2024-01-19_11h29.52.711,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,k,0,0.965,1,8,18,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
