elapsed.time,key_resp.keys,key_resp.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,instrAXCPTLoop.thisRepN,instrAXCPTLoop.thisTrialN,instrAXCPTLoop.thisN,instrAXCPTLoop.thisIndex,instrAXCPTLoop.ran,AXCPT_resp.keys,AXCPT_resp.corr,AXCPT_resp.rt,AXCPTtrialsLoop.thisRepN,AXCPTtrialsLoop.thisTrialN,AXCPTtrialsLoop.thisN,AXCPTtrialsLoop.thisIndex,AXCPTtrialsLoop.ran,trialNumber,trial,cueType,probeType,trialType,corrResponse,break1.duration,restBreak1_key_resp.keys,restBreak1_key_resp.rt,key_resp_3.keys,key_resp_3.rt,instrNBackLoop.thisRepN,instrNBackLoop.thisTrialN,instrNBackLoop.thisN,instrNBackLoop.thisIndex,instrNBackLoop.ran,NBack_resp_1.keys,NBackTargetLoop.thisRepN,NBackTargetLoop.thisTrialN,NBackTargetLoop.thisN,NBackTargetLoop.thisIndex,NBackTargetLoop.ran,NBack_resp_2.keys,NBack_resp_2.corr,NBack_resp_2.rt,NBackTrialsLoop.thisRepN,NBackTrialsLoop.thisTrialN,NBackTrialsLoop.thisN,NBackTrialsLoop.thisIndex,NBackTrialsLoop.ran,break2.duration,restBreak2_key_resp.keys,restBreak2_key_resp.rt,key_resp_4.keys,key_resp_4.rt,instrSearchLoop.thisRepN,instrSearchLoop.thisTrialN,instrSearchLoop.thisN,instrSearchLoop.thisIndex,instrSearchLoop.ran,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,searchLoop.thisRepN,searchLoop.thisTrialN,searchLoop.thisN,searchLoop.thisIndex,searchLoop.ran,cond,targetLetter,break3.duration,restBreak3_key_resp.keys,restBreak3_key_resp.rt,key_resp_5.keys,key_resp_5.rt,instrMentRotaLoop.thisRepN,instrMentRotaLoop.thisTrialN,instrMentRotaLoop.thisN,instrMentRotaLoop.thisIndex,instrMentRotaLoop.ran,MROT_resp.keys,MROT_resp.corr,MROT_resp.rt,mentRotTrialsLooop.thisRepN,mentRotTrialsLooop.thisTrialN,mentRotTrialsLooop.thisN,mentRotTrialsLooop.thisIndex,mentRotTrialsLooop.ran,imagefile,orientation,end_resp.keys,end_resp.rt
456.9476,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7623,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.5678,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,right,3.6009,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469.3578,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,right,8.7741,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472.6613,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,3.2952,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473.8599,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477.0644,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480.268,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483.4723,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.0817,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486.7893,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.6256,0,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.6451,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.2133,0,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.097,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.3456,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.6687,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.2315,0,4,4,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501.1223,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.0307,0,5,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504.3739,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4518,0,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507.0429,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.911,0,7,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510.1778,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,k,1,1.1781,0,8,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513.5798,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,d,0,1.9456,0,9,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517.7497,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,,0,,1,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521.9514,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.3695,1,1,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525.5557,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.5801,1,2,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528.3583,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,k,1,1.0152,1,3,13,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531.5956,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,k,0,0.904,1,4,14,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534.7334,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.3261,1,5,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538.2859,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.8274,1,6,16,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541.336,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.563,1,7,17,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545.1243,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,1.265,1,8,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548.6119,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.713,1,9,19,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551.5659,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.1268,2,0,20,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554.9172,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,1.0296,2,1,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558.1685,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,,0,,2,2,22,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562.3714,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,,0,,2,3,23,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566.5736,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,k,0,1.5683,2,4,24,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570.3586,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4804,2,5,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.0638,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,k,1,0.8111,2,6,26,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576.0993,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.5428,2,7,27,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.8677,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.138,2,8,28,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582.2527,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.9309,2,9,29,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586.4073,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4458,3,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589.0779,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,,0,,3,1,31,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593.2836,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.8967,3,2,32,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596.4201,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4946,3,3,33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599.1372,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.8457,3,4,34,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.2049,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.1989,3,5,35,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.6246,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.9929,3,6,36,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608.8434,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.1627,3,7,37,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612.2279,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4043,3,8,38,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614.8472,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.7632,3,9,39,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617.8317,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.9116,4,0,40,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620.968,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.8562,4,1,41,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624.0547,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.0215,4,2,42,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627.3066,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.5235,4,3,43,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631.077,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.6465,4,4,44,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634.9625,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,k,1,0.8481,4,5,45,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638.0322,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4965,4,6,46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640.7521,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,k,1,1.2797,4,7,47,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644.2574,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.7957,4,8,48,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647.2788,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.3591,4,9,49,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650.8635,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,9,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.3617,5,0,50,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654.4494,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.296,5,1,51,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657.9675,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.4791,5,2,52,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661.6701,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.3625,5,3,53,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665.2554,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4289,5,4,54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667.9063,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,1,,,target,k,,,,,,,,,,,,,,,,,k,1,1.5148,5,5,55,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671.6424,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.7107,5,6,56,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675.5786,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,k,1,0.5508,5,7,57,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678.3489,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.3469,5,8,58,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681.9187,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.8888,5,9,59,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686.0398,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,7,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.1949,6,0,60,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689.4583,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,4,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.5958,6,1,61,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693.2787,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,5,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.5925,6,2,62,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697.0971,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,10,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.8273,6,3,63,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701.1552,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,3,,,target,k,,,,,,,,,,,,,,,,,k,1,0.4134,6,4,64,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703.7893,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,2,,,target,k,,,,,,,,,,,,,,,,,k,1,1.5949,6,5,65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707.6088,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,8,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,0.9242,6,6,66,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710.7627,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,6,,,nonTarget,d,,,,,,,,,,,,,,,,,d,1,1.5436,6,7,67,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751.8579,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6525,right,28.6418,right,9.8523,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782.8164,,,,,,,,lucy_pilot,2024-01-11_13h48.10.726,Mental Fatigue Training Session,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,30.9391,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
